filename,contrast,exposure,scale,variance,border_variance,average_motion_x,average_motion_y,t_variance,t_border_variance,t_average_motion_x,t_average_motion_y,orb_variance,orb_border_variance,orb_average_motion_x,orb_average_motion_y,movement
 Cleo_V1-0266,27.144,31.714,MEDIUM CLOSE-UP,19.961,,0.619,1.473,0.086,,0.0,-0.0,4944.573,,0.107,1.53,STATIC
 Cleo_V1-0266_detected,27.959,32.012,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0267,30.102,24.353,MEDIUM CLOSE-UP,,,,,,,,,498741312.0,,0.799,2.275,"HANDHELD, PAN, TILT"
 Cleo_V1-0267_detected,30.991,24.751,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0268,26.196,30.913,MEDIUM CLOSE-UP,1458.069,,5.898,-0.146,5195271.5,,11.538,-40.354,156158016.0,,5.701,-0.444,STATIC
 Cleo_V1-0268_detected,27.018,31.246,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0269,57.009,60.111,MEDIUM CLOSE-UP,,,,,,,,,91394968.0,,-0.48,-0.109,"HANDHELD, PAN"
 Cleo_V1-0269_detected,57.173,60.311,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0270,40.777,55.643,MEDIUM CLOSE-UP,3649.682,3649.682,-3.394,-3.143,6968.308,6968.308,-0.791,1.507,286113.781,,-0.233,-0.26,"PAN, TILT"
 Cleo_V1-0270_detected,41.068,55.902,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0271,46.393,67.921,MEDIUM CLOSE-UP,,,,,,,,,520726400.0,,-8.719,4.639,"HANDHELD, PAN, TILT"
 Cleo_V1-0271_detected,46.608,68.211,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0272,43.339,89.399,MEDIUM CLOSE-UP,29.923,31.163,-0.171,-0.188,1640.493,35.566,-1.244,-1.348,1816900.625,,-0.069,-0.069,
 Cleo_V1-0272_detected,43.42,89.645,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0273,33.0,41.539,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0273_detected,33.516,41.795,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0274,,,,,,,,,,,,,,,,
 Cleo_V1-0275,46.936,100.397,MEDIUM LONG SHOT,0.209,0.491,0.006,0.047,0.046,0.669,-0.004,-0.0,105.611,,-0.003,0.053,STATIC
 Cleo_V1-0275_detected,46.88,100.512,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0276,,,,,,,,,,,,,,,,
 Cleo_V1-0277,62.001,72.93,MEDIUM CLOSE-UP,0.26,0.126,-0.058,0.04,0.03,0.099,0.003,0.008,728980.875,,-0.063,0.035,STATIC
 Cleo_V1-0277_detected,62.124,73.137,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0278,,,,,,,,,,,,,,,,
 Cleo_V1-0279,54.997,98.707,MEDIUM LONG SHOT,3.802,89.67,-0.086,-0.128,3.719,87.593,0.002,-0.049,39456.871,,-0.089,-0.048,
 Cleo_V1-0279_detected,55.015,98.805,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0280,63.937,95.448,LONG SHOT,0.246,0.143,0.032,0.016,0.036,0.142,-0.002,0.0,14.137,,0.027,0.025,STATIC
 Cleo_V1-0280_detected,63.933,95.453,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0281,52.743,47.64,MEDIUM LONG SHOT,424.936,,4.428,-0.383,518.679,,1.207,-0.272,99379072.0,,6.186,-0.262,STATIC
 Cleo_V1-0281_detected,52.819,47.701,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0282,,,,,,,,,,,,,,,,
 Cleo_V1-0283,35.229,42.157,LONG SHOT,197.105,,-9.678,0.251,17771.949,,2.355,-0.575,19335170.0,,-9.704,0.594,STATIC
 Cleo_V1-0283_detected,35.438,42.346,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0284,29.551,26.036,MEDIUM CLOSE-UP,,,,,,,,,26410638.0,,-11.886,-1.732,"HANDHELD, PAN, TILT"
 Cleo_V1-0284_detected,30.058,26.492,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0285,38.9,36.463,CLOSE-UP,429.23,,-4.865,-0.128,504.353,,-0.562,-0.317,19974672.0,,-7.077,-0.881,STATIC
 Cleo_V1-0285_detected,39.366,36.74,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0286,,,,,,,,,,,,,,,,
 Cleo_V1-0287,43.907,46.723,MEDIUM LONG SHOT,620.441,,0.204,-0.088,647.255,,-0.297,0.094,7141538.5,,0.205,-0.689,STATIC
 Cleo_V1-0287_detected,44.053,46.834,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0288,41.046,28.584,MEDIUM LONG SHOT,,,,,,,,,72658464.0,,11.378,0.249,"HANDHELD, PAN, TILT"
 Cleo_V1-0288_detected,41.041,28.638,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0289,50.235,39.969,EXTREME LONG SHOT,23.259,,-0.35,-0.014,23.216,,-0.339,-0.033,1614267.125,,-0.077,0.022,STATIC
 Cleo_V1-0289_detected,50.327,40.062,EXTREME LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0290,40.546,62.828,UNKNOWN,,,,,,,,,33697256.0,,2.671,0.704,"HANDHELD, PAN, TILT"
 Cleo_V1-0291,42.893,56.953,MEDIUM CLOSE-UP,797.233,3066.056,2.148,1.017,959.156,3712.847,-2.842,-0.555,490900.219,,3.875,2.113,"PAN, TILT"
 Cleo_V1-0291_detected,43.243,57.226,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0292,45.359,67.646,MEDIUM LONG SHOT,,,,,,,,,4602430.0,,8.238,-0.808,", PAN, TILT"
 Cleo_V1-0292_detected,45.293,67.862,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0293,57.778,92.349,MEDIUM CLOSE-UP,0.362,0.0,-0.322,0.022,100.598,1029.187,-0.22,-0.017,71.402,,-0.269,0.031,STATIC
 Cleo_V1-0293_detected,57.832,92.539,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0294,45.671,64.757,MEDIUM CLOSE-UP,0.474,,-0.03,-0.01,4.991,,-0.004,-0.032,1256197.625,,-0.089,-0.015,STATIC
 Cleo_V1-0294_detected,45.9,65.042,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0295,48.501,67.794,LONG SHOT,21.091,,0.276,0.01,13.534,,-0.035,0.02,4810059.5,,0.216,0.007,STATIC
 Cleo_V1-0295_detected,48.626,67.954,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0296,51.983,61.726,UNKNOWN,27.932,7.9,-0.249,-0.07,28.137,7.833,-0.258,-0.078,11178028.0,,-0.059,-0.033,STATIC
 Cleo_V1-0297,32.082,36.06,MEDIUM LONG SHOT,,,,,,,,,3041208.75,,0.246,0.462,", PAN, TILT"
 Cleo_V1-0297_detected,32.543,36.284,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0298,0.896,2.935,UNKNOWN,,,,,,,,,12487439.0,,-3.247,-1.147,"HANDHELD, PAN, TILT"
 Cleo_V1-0299,35.675,53.992,MEDIUM LONG SHOT,,,,,,,,,50499512.0,,1.082,0.784,"HANDHELD, PAN, TILT"
 Cleo_V1-0299_detected,35.933,54.133,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0300,38.771,43.65,LONG SHOT,0.318,,0.074,-0.025,0.103,,-0.0,-0.002,312096.531,,-0.038,-0.03,STATIC
 Cleo_V1-0300_detected,38.852,44.212,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0301,41.737,45.577,MEDIUM CLOSE-UP,128.153,,0.193,0.634,130.951,,-0.239,0.587,49750440.0,,0.423,-0.029,STATIC
 Cleo_V1-0301_detected,42.125,45.838,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0302,,,,,,,,,,,,,,,,
 Cleo_V1-0303,28.904,36.233,MEDIUM CLOSE-UP,0.149,,0.066,-0.085,0.149,,0.066,-0.085,3.049,,0.069,-0.093,STATIC
 Cleo_V1-0303_detected,29.53,36.473,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0304,,,,,,,,,,,,,,,,
 Cleo_V1-0305,42.09,50.574,LONG SHOT,42.917,39.935,2.961,-0.433,50.757,40.989,-1.933,0.345,12600929.0,,5.324,-0.656,"HANDHELDPAN, TILT"
 Cleo_V1-0305_detected,42.273,50.72,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0306,32.659,44.26,MEDIUM CLOSE-UP,,,,,,,,,35603004.0,,2.308,1.277,"HANDHELD, PAN, TILT"
 Cleo_V1-0306_detected,33.029,44.492,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0307,39.041,49.234,MEDIUM LONG SHOT,,,,,,,,,35146980.0,,-2.963,0.917,"HANDHELD, PAN, TILT"
 Cleo_V1-0307_detected,39.293,49.408,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0308,41.46,47.203,MEDIUM CLOSE-UP,,,,,,,,,6186350.0,,1.001,-1.617,", PAN, TILT"
 Cleo_V1-0308_detected,41.771,47.443,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0309,30.038,28.13,MEDIUM LONG SHOT,520.091,,4.718,0.319,1955.337,,-2.424,-0.387,32905042.0,,3.149,1.123,STATIC
 Cleo_V1-0309_detected,30.007,28.452,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0310,38.718,37.964,MEDIUM LONG SHOT,251.82,,5.452,1.238,81512.555,,-2.895,5.999,2323193.25,,4.282,1.254,STATIC
 Cleo_V1-0310_detected,39.048,38.151,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0311,40.8,43.504,MEDIUM LONG SHOT,1.688,1.439,-0.757,0.282,2.643,4.654,0.042,0.014,360571.719,,-0.889,0.396,STATIC
 Cleo_V1-0311_detected,41.119,43.747,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0312,42.152,42.497,MEDIUM LONG SHOT,539.237,,-0.197,-2.199,583.785,,0.493,-0.252,14075604.0,,0.386,-2.024,STATIC
 Cleo_V1-0312_detected,42.427,42.693,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0313,,,,,,,,,,,,,,,,
 Cleo_V1-0314,13.992,21.24,MEDIUM LONG SHOT,314.783,,-8.525,1.135,400.007,,-3.398,-1.1,22829586.0,,-5.091,1.811,STATIC
 Cleo_V1-0314_detected,15.318,21.62,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0315,,,,,,,,,,,,,,,,
 Cleo_V1-0316,26.582,37.74,LONG SHOT,,,,,,,,,20813432.0,,-2.895,0.245,"HANDHELD, PAN, TILT"
 Cleo_V1-0316_detected,27.055,38.013,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0317,39.75,52.499,MEDIUM LONG SHOT,,,,,,,,,6360155.0,,-1.058,1.261,", PAN, TILT"
 Cleo_V1-0317_detected,39.961,52.661,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0318,37.887,42.684,MEDIUM LONG SHOT,258.897,,1.894,-0.205,570.143,,-0.723,-0.299,41133956.0,,-0.744,-0.155,STATIC
 Cleo_V1-0318_detected,37.804,42.901,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0319,39.431,40.55,LONG SHOT,217.621,,0.065,-0.423,232.74,,0.09,-0.431,2332162.75,,1.186,0.027,STATIC
 Cleo_V1-0319_detected,39.685,40.801,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0320,37.388,44.336,LONG SHOT,21.341,0.204,0.097,0.053,21.725,0.024,0.128,0.035,1207018.875,,0.273,-0.257,STATIC
 Cleo_V1-0320_detected,37.576,45.138,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0321,35.334,28.555,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0321_detected,35.632,28.993,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0322,,,,,,,,,,,,,,,,
 Cleo_V1-0323,19.251,15.797,MEDIUM LONG SHOT,,,,,,,,,1604317.375,,-1.12,2.662,", PAN, TILT"
 Cleo_V1-0323_detected,19.892,16.128,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0324,27.572,35.551,MEDIUM LONG SHOT,448.46,,-3.471,-1.84,31241.346,,0.233,0.08,5187616.5,,1.15,-0.679,STATIC
 Cleo_V1-0324_detected,27.989,35.714,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0325,34.917,23.647,MEDIUM CLOSE-UP,,,,,,,,,55869820.0,,-9.377,0.071,"HANDHELD, PAN"
 Cleo_V1-0325_detected,35.427,23.92,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0326,33.031,29.966,MEDIUM LONG SHOT,,,,,,,,,1719945.125,,-1.386,-0.041,", PAN"
 Cleo_V1-0326_detected,33.546,30.215,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0327,,,,,,,,,,,,,,,,
 Cleo_V1-0328,35.665,36.982,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0328_detected,35.775,37.093,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0329,36.778,39.988,LONG SHOT,1124.014,,-0.603,-0.944,1222.474,,-1.351,-0.471,2549886.0,,0.271,-0.107,STATIC
 Cleo_V1-0329_detected,36.966,40.17,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0330,12.067,8.299,UNKNOWN,0.356,,-0.015,0.039,0.063,,-0.002,-0.004,22425678.0,,0.397,0.043,STATIC
 Cleo_V1-0331,23.961,24.436,LONG SHOT,24.712,0.002,-0.406,0.106,457.867,5387.777,0.688,-0.119,241002.609,,-0.342,-0.212,STATIC
 Cleo_V1-0331_detected,23.747,24.376,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0332,40.386,43.302,MEDIUM LONG SHOT,239.384,,-0.135,-0.145,785.237,,-0.372,-0.23,41724788.0,,0.005,-0.115,STATIC
 Cleo_V1-0332_detected,40.447,43.426,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0333,34.652,47.12,UNKNOWN,441.141,,0.165,-0.853,1170146.75,,-20.792,-15.2,10519654.0,,0.004,-0.144,STATIC
 Cleo_V1-0334,12.117,8.404,UNKNOWN,0.865,,0.106,0.155,0.101,,0.0,0.001,21107730.0,,0.032,0.104,STATIC
 Cleo_V1-0335,40.062,52.3,LONG SHOT,3.72,0.041,0.02,0.175,605.201,10401.546,0.388,1.714,665706.938,,0.226,0.027,STATIC
 Cleo_V1-0335_detected,40.173,52.723,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0336,37.254,47.277,LONG SHOT,1.106,0.685,-0.207,-0.034,0.886,1.06,-0.033,-0.048,876179.75,,-0.344,-0.003,STATIC
 Cleo_V1-0336_detected,37.556,47.451,EXTREME LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0337,41.9,43.327,MEDIUM CLOSE-UP,2.288,,0.143,0.097,2.288,,0.143,0.097,642178.438,,-0.035,0.136,STATIC
 Cleo_V1-0337_detected,42.056,43.486,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0338,34.42,50.87,LONG SHOT,1536.671,,-1.865,-0.249,1536.671,,-1.865,-0.249,13837645.0,,-2.113,-0.758,STATIC
 Cleo_V1-0338_detected,34.477,50.931,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0339,43.091,51.325,MEDIUM CLOSE-UP,685.886,348.067,-2.011,-6.604,656.449,185.191,-0.542,-3.544,22505376.0,,-1.033,0.88,"HANDHELDPAN, TILT"
 Cleo_V1-0339_detected,43.305,51.555,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0340,35.832,41.592,LONG SHOT,302.261,,-1.156,0.017,310.771,,-0.663,0.059,5526096.5,,0.134,-0.047,STATIC
 Cleo_V1-0340_detected,35.825,41.557,EXTREME LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0341,38.638,52.845,MEDIUM CLOSE-UP,2842.234,,8.616,4.532,8589.482,,-2.275,0.603,8338186.0,,-0.186,0.033,STATIC
 Cleo_V1-0341_detected,38.66,52.964,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0342,36.792,44.339,EXTREME LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0342_detected,36.796,44.38,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0343,41.193,33.212,MEDIUM LONG SHOT,,,,,,,,,3520421.75,,0.011,0.732,", TILT"
 Cleo_V1-0343_detected,41.437,33.365,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0344,39.543,45.449,EXTREME LONG SHOT,,,,,,,,,129847688.0,,-6.613,-0.019,"HANDHELD, PAN"
 Cleo_V1-0344_detected,39.471,45.496,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0345,10.845,8.87,UNKNOWN,0.644,,0.116,0.127,0.038,,0.009,0.002,3016942.75,,0.122,0.083,STATIC
 Cleo_V1-0346,45.006,43.625,MEDIUM LONG SHOT,471.534,,0.438,-0.013,76143.969,,-2.337,-2.618,15067371.0,,0.076,0.049,STATIC
 Cleo_V1-0346_detected,45.096,43.846,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0347,13.578,9.318,UNKNOWN,0.69,,0.05,0.129,0.119,,0.013,-0.002,118559456.0,,0.372,0.067,STATIC
 Cleo_V1-0348,37.727,47.187,MEDIUM LONG SHOT,771.187,310.625,3.275,0.426,1234.34,282.673,-1.816,1.139,38941216.0,,0.853,-0.077,"HANDHELDPAN, TILT"
 Cleo_V1-0348_detected,37.521,47.427,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0349,13.732,9.203,UNKNOWN,0.393,0.0,0.025,0.013,0.393,0.0,0.025,0.013,15185831.0,,-0.278,0.001,STATIC
 Cleo_V1-0350,31.345,38.571,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0350_detected,32.197,39.057,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0351,18.144,10.83,UNKNOWN,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,19656396.0,,-0.496,0.009,STATIC
 Cleo_V1-0352,22.997,24.633,LONG SHOT,0.064,0.064,0.016,0.0,0.064,0.064,0.016,0.0,477982.469,,0.043,0.06,STATIC
 Cleo_V1-0352_detected,23.07,24.661,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0353,36.75,35.151,LONG SHOT,8.679,8.679,-0.005,0.0,9.469,9.469,-0.007,0.001,38535868.0,,0.09,0.024,STATIC
 Cleo_V1-0353_detected,36.931,35.462,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0354,31.904,30.57,LONG SHOT,47.102,47.102,-0.486,-0.375,47.102,47.102,-0.486,-0.375,21102868.0,,0.045,0.544,"HANDHELDPAN, TILT"
 Cleo_V1-0354_detected,31.945,30.583,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0355,28.515,38.477,LONG SHOT,,,,,,,,,25832146.0,,0.271,-0.002,"HANDHELD, PAN"
 Cleo_V1-0355_detected,28.756,38.692,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0356,13.582,9.387,UNKNOWN,0.253,,-0.012,0.036,0.109,,0.002,-0.002,104702240.0,,-0.145,0.04,STATIC
 Cleo_V1-0358,41.025,38.973,MEDIUM LONG SHOT,,,,,,,,,4495373.0,,3.045,-0.165,", PAN"
 Cleo_V1-0358_detected,41.382,39.175,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0359,46.575,65.2,MEDIUM LONG SHOT,144.936,,-0.064,-0.608,319.137,,0.46,0.455,4786904.0,,0.674,-1.187,STATIC
 Cleo_V1-0359_detected,46.47,65.222,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0360,31.631,38.812,LONG SHOT,68.628,,0.206,-0.265,60.631,,0.12,-0.299,4740186.5,,0.853,1.57,STATIC
 Cleo_V1-0360_detected,31.402,39.022,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0361,,,,,,,,,,,,,,,,
 Cleo_V1-0362,34.177,39.514,MEDIUM CLOSE-UP,165.623,,0.213,-0.283,618.517,,-0.435,0.442,10907898.0,,0.173,-0.097,STATIC
 Cleo_V1-0362_detected,34.049,39.451,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0363,27.103,27.965,CLOSE-UP,18.416,2.471,-1.412,0.836,18.416,2.471,-1.412,0.836,102746.016,,-0.38,1.013,STATIC
 Cleo_V1-0363_detected,28.175,28.495,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0364,,,,,,,,,,,,,,,,
 Cleo_V1-0365,34.676,52.34,UNKNOWN,67.404,0.001,-0.084,0.193,67.336,0.057,-0.076,0.204,91318.258,,0.041,-0.065,STATIC
 Cleo_V1-0366,40.518,44.427,MEDIUM LONG SHOT,,,,,,,,,51003632.0,,6.009,7.155,"HANDHELD, PAN, TILT"
 Cleo_V1-0366_detected,40.579,44.755,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0367,63.609,46.761,LONG SHOT,,,,,,,,,1274741.875,,1.402,0.208,", PAN, TILT"
 Cleo_V1-0367_detected,63.571,46.845,EXTREME LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0368,26.56,32.236,MEDIUM LONG SHOT,,,,,,,,,76565104.0,,5.194,-0.373,"HANDHELD, PAN, TILT"
 Cleo_V1-0368_detected,27.031,32.41,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0369,61.766,56.51,MEDIUM LONG SHOT,868.851,,17.451,-0.329,981.838,,2.838,-0.597,73566808.0,,19.018,0.933,STATIC
 Cleo_V1-0369_detected,61.762,56.67,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0370,,,,,,,,,,,,,,,,
 Cleo_V1-0371,43.722,40.14,MEDIUM LONG SHOT,13.848,,-2.765,-1.675,13.848,,-2.765,-1.675,95914624.0,,7.421,-4.046,STATIC
 Cleo_V1-0371_detected,43.794,40.187,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0372,56.704,56.119,MEDIUM LONG SHOT,,,,,,,,,25713866.0,,2.237,-1.494,"HANDHELD, PAN, TILT"
 Cleo_V1-0372_detected,56.896,56.325,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0373,,,,,,,,,,,,,,,,
 Cleo_V1-0374,49.336,49.488,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0374_detected,49.65,49.812,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0375,42.244,48.492,MEDIUM LONG SHOT,35.243,,-0.313,-0.127,401.03,,-0.112,-0.389,20958102.0,,-0.165,-0.087,STATIC
 Cleo_V1-0375_detected,42.492,48.659,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0376,49.019,67.442,EXTREME LONG SHOT,,,,,,,,,18643304.0,,-4.062,-1.037,"HANDHELD, PAN, TILT"
 Cleo_V1-0376_detected,49.198,67.628,EXTREME LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0377,,,,,,,,,,,,,,,,
 Cleo_V1-0378,53.631,38.246,MEDIUM CLOSE-UP,35.053,,-0.414,-0.034,5333.552,,0.949,0.268,4498596.5,,-1.843,0.359,STATIC
 Cleo_V1-0378_detected,53.931,38.63,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0379,47.983,45.323,EXTREME LONG SHOT,425.317,61.046,-2.707,-0.14,555.259,68.506,0.779,-0.653,1683716608.0,,-20.086,0.801,HANDHELDPAN
 Cleo_V1-0379_detected,47.901,45.441,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0380,58.721,39.815,MEDIUM CLOSE-UP,,,,,,,,,48067132.0,,0.524,0.212,"HANDHELD, PAN, TILT"
 Cleo_V1-0380_detected,59.075,40.241,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0381,,,,,,,,,,,,,,,,
 Cleo_V1-0382,82.035,80.533,EXTREME LONG SHOT,105.248,,-3.027,-0.735,126522.969,,-5.991,-0.67,4021690.0,,-3.329,-1.34,STATIC
 Cleo_V1-0382_detected,81.997,80.65,EXTREME LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0383,55.398,43.66,MEDIUM CLOSE-UP,64.433,,0.434,0.045,10349840.0,,-42.689,-5.167,19710616.0,,0.535,0.219,STATIC
 Cleo_V1-0383_detected,55.733,44.042,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0384,79.044,82.156,MEDIUM LONG SHOT,801.385,,2.581,-0.55,29330.516,,-8.967,4.367,77244000.0,,-4.8,-1.984,STATIC
 Cleo_V1-0384_detected,79.026,82.219,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0385,53.96,51.22,MEDIUM CLOSE-UP,2.833,,0.002,0.072,2.833,,0.002,0.072,51614308.0,,-0.484,0.119,STATIC
 Cleo_V1-0385_detected,54.078,51.427,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0386,70.871,51.928,LONG SHOT,1107.76,,-8.609,-6.878,600771.938,,22.65,5.83,8095895040.0,,11.468,-4.84,STATIC
 Cleo_V1-0386_detected,70.847,51.921,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0387,49.118,41.336,MEDIUM CLOSE-UP,363.457,36.912,-0.898,-0.548,1268.277,126.034,-0.977,-0.21,67877432.0,,1.457,-0.748,"HANDHELDPAN, TILT"
 Cleo_V1-0387_detected,49.404,41.637,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0388,56.725,56.263,MEDIUM CLOSE-UP,58.584,25.031,1.132,-0.293,101.973,41.905,0.488,-0.252,18618404.0,,1.311,-0.493,"HANDHELDPAN, TILT"
 Cleo_V1-0388_detected,56.955,56.591,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0389,41.709,31.803,MEDIUM LONG SHOT,,,,,,,,,116573424.0,,-8.456,-0.509,"HANDHELD, PAN, TILT"
 Cleo_V1-0389_detected,41.809,32.091,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0390,50.434,46.974,CLOSE-UP,184.001,,-0.835,0.537,131.307,,-0.543,0.586,177.822,,-0.634,-0.1,STATIC
 Cleo_V1-0390_detected,50.901,47.461,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0391,52.482,46.873,MEDIUM LONG SHOT,634.246,118.308,-3.127,-0.162,705.774,259.507,-1.792,-0.826,102732216.0,,-6.69,0.69,HANDHELDPAN
 Cleo_V1-0391_detected,52.389,47.228,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0392,63.799,70.776,MEDIUM CLOSE-UP,64.037,,-2.933,0.434,36.423,,-0.511,-0.03,7580023.5,,-2.18,0.144,STATIC
 Cleo_V1-0392_detected,63.962,71.104,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0393,62.246,85.013,MEDIUM CLOSE-UP,139.37,0.0,-13.829,3.348,139.37,0.0,-13.829,3.348,86955.82,,-25.479,2.358,STATIC
